,FIPS,RUCC_2013
1869,36083,2
1870,36085,1
1871,36087,1
1872,36089,4
1873,36091,2
1874,36093,2
1875,36095,2
1876,36097,6
1877,36099,6
1878,36101,4
1879,36103,1
1880,36105,4
1881,36107,2
1882,36109,3
1883,36111,3
1884,36113,3
1885,36115,3
1886,36117,1
1887,36119,1
1888,36121,6
1889,36123,1
1890,37001,3
1891,37003,2
1892,37005,9
1893,37007,6
1894,37009,7
1895,37011,8
1896,37013,6
1897,37015,7
1898,37017,6
1899,37019,2
1900,37021,2
1901,37023,2
1902,37025,1
1903,37027,2
1904,37029,8
1905,37031,4
1906,37033,8
1907,37035,2
1908,37037,2
1909,37039,9
1910,37041,6
1911,37043,9
1912,37045,4
1913,37047,6
1914,37049,3
1915,37051,2
1916,37053,1
1917,37055,4
1918,37057,2
1919,37059,2
1920,37061,6
1921,37063,2
1922,37065,3
1923,37067,2
1924,37069,1
1925,37071,1
1926,37073,1
1927,37075,9
1928,37077,4
1929,37079,8
1930,37081,2
1931,37083,4
1932,37085,4
1933,37087,2
1934,37089,2
1935,37091,6
1936,37093,2
1937,37095,9
1938,37097,1
1939,37099,6
1940,37101,1
1941,37103,3
1942,37105,4
1943,37107,4
1944,37109,1
1945,37111,6
1946,37113,7
1947,37115,2
1948,37117,6
1949,37119,1
1950,37121,7
1951,37123,6
1952,37125,4
1953,37127,3
1954,37129,2
1955,37131,9
1956,37133,3
1957,37135,2
1958,37137,3
1959,37139,4
1960,37141,2
1961,37143,8
1962,37145,2
1963,37147,3
1964,37149,8
1965,37151,2
1966,37153,5
1967,37155,4
1968,37157,2
1969,37159,1
1970,37161,4
1971,37163,6
1972,37165,6
1973,37167,6
1974,37169,2
1975,37171,4
1976,37173,8
1977,37175,6
1978,37177,9
1979,37179,1
1980,37181,4
1981,37183,1
1982,37185,8
1983,37187,7
1984,37189,5
1985,37191,3
1986,37193,6
1987,37195,4
1988,37197,2
1989,37199,8
1990,38001,9
1991,38003,6
1992,38005,9
1993,38007,9
1994,38009,9
1995,38011,9
1996,38013,9
1997,38015,3
1998,38017,3
1999,38019,9
2000,38021,9
2001,38023,9
2002,38025,9
2003,38027,9
2004,38029,8
2005,38031,9
2006,38033,9
2007,38035,3
2008,38037,8
2009,38039,9
2010,38041,9
2011,38043,8
2012,38045,9
2013,38047,9
2014,38049,9
2015,38051,9
2016,38053,9
2017,38055,8
2018,38057,7
2019,38059,3
2020,38061,9
2021,38063,8
2022,38065,3
2023,38067,9
2024,38069,7
2025,38071,7
2026,38073,8
2027,38075,9
2028,38077,6
2029,38079,9
2030,38081,9
2031,38083,9
2032,38085,3
2033,38087,9
2034,38089,7
2035,38091,8
2036,38093,7
2037,38095,9
2038,38097,8
2039,38099,6
2040,38101,5
2041,38103,9
2042,38105,7
2043,39001,6
2044,39003,3
2045,39005,4
2046,39007,4
2047,39009,4
2048,39011,4
2049,39013,3
2050,39015,1
2051,39017,1
2052,39019,2
2053,39021,6
2054,39023,3
2055,39025,1
2056,39027,6
2057,39029,4
2058,39031,6
2059,39033,4
2060,39035,1
2061,39037,6
2062,39039,4
2063,39041,1
2064,39043,4
2065,39045,1
2066,39047,6
2067,39049,1
2068,39051,2
2069,39053,6
2070,39055,1
2071,39057,2
2072,39059,6
2073,39061,1
2074,39063,4
2075,39065,6
2076,39067,6
2077,39069,6
2078,39071,6
2079,39073,1
2080,39075,7
2081,39077,4
2082,39079,7
2083,39081,3
2084,39083,4
2085,39085,1
2086,39087,2
2087,39089,1
2088,39091,6
2089,39093,1
2090,39095,2
2091,39097,1
2092,39099,2
2093,39101,4
2094,39103,1
2095,39105,6
2096,39107,7
2097,39109,2
2098,39111,8
2099,39113,2
2100,39115,6
2101,39117,1
2102,39119,4
2103,39121,7
2104,39123,4
2105,39125,6
2106,39127,1
2107,39129,1
2108,39131,7
2109,39133,2
2110,39135,6
2111,39137,6
2112,39139,3
2113,39141,4
2114,39143,4
2115,39145,4
2116,39147,4
2117,39149,4
2118,39151,2
2119,39153,2
2120,39155,2
2121,39157,4
2122,39159,1
2123,39161,6
2124,39163,8
2125,39165,1
2126,39167,4
2127,39169,4
2128,39171,6
2129,39173,2
2130,39175,7
2131,40001,6
2132,40003,9
2133,40005,9
2134,40007,9
2135,40009,7
2136,40011,6
2137,40013,6
2138,40015,6
2139,40017,1
2140,40019,5
2141,40021,6
2142,40023,7
2143,40025,9
2144,40027,1
2145,40029,9
2146,40031,3
2147,40033,3
2148,40035,6
2149,40037,2
2150,40039,7
2151,40041,6
2152,40043,9
2153,40045,9
2154,40047,5
2155,40049,6
2156,40051,1
2157,40053,9
2158,40055,7
2159,40057,9
2160,40059,9
2161,40061,6
2162,40063,7
2163,40065,7
2164,40067,8
2165,40069,9
2166,40071,5
2167,40073,6
2168,40075,6
2169,40077,7
2170,40079,2
2171,40081,1
2172,40083,1
2173,40085,9
2174,40087,1
2175,40089,7
2176,40091,6
2177,40093,9
2178,40095,6
2179,40097,6
2180,40099,7
2181,40101,4
2182,40103,6
2183,40105,6
2184,40107,6
2185,40109,1
2186,40111,2
2187,40113,2
2188,40115,6
2189,40117,2
2190,40119,4
2191,40121,5
2192,40123,7
2193,40125,4
2194,40127,9
2195,40129,9
2196,40131,2
2197,40133,7
2198,40135,2
2199,40137,4
2200,40139,7
2201,40141,6
2202,40143,2
2203,40145,2
2204,40147,4
2205,40149,7
2206,40151,7
2207,40153,7
2208,41001,7
2209,41003,3
2210,41005,1
2211,41007,4
2212,41009,1
2213,41011,5
2214,41013,6
2215,41015,7
2216,41017,3
2217,41019,4
2218,41021,9
2219,41023,9
2220,41025,7
2221,41027,6
2222,41029,3
2223,41031,6
2224,41033,3
2225,41035,5
2226,41037,7
2227,41039,2
2228,41041,5
2229,41043,3
2230,41045,6
2231,41047,2
2232,41049,6
2233,41051,1
2234,41053,2
2235,41055,9
2236,41057,6
2237,41059,4
2238,41061,7
2239,41063,9
2240,41065,6
2241,41067,1
2242,41069,9
2243,41071,1
2244,42001,3
2245,42003,1
2246,42005,1
2247,42007,1
2248,42009,6
2249,42011,2
2250,42013,3
2251,42015,6
2252,42017,1
2253,42019,1
2254,42021,3
2255,42023,7
2256,42025,2
2257,42027,3
2258,42029,1
2259,42031,6
2260,42033,4
2261,42035,4
2262,42037,3
2263,42039,4
2264,42041,2
2265,42043,2
2266,42045,1
2267,42047,7
2268,42049,2
2269,42051,1
2270,42053,9
2271,42055,3
2272,42057,8
2273,42059,6
2274,42061,6
2275,42063,4
2276,42065,7
2277,42067,6
2278,42069,2
2279,42071,2
2280,42073,4
2281,42075,3
2282,42077,2
2283,42079,2
2284,42081,3
2285,42083,7
2286,42085,2
2287,42087,4
2288,42089,3
2289,42091,1
2290,42093,3
2291,42095,2
2292,42097,4
2293,42099,2
2294,42101,1
2295,42103,1
2296,42105,9
2297,42107,4
2298,42109,7
2299,42111,4
2300,42113,8
2301,42115,6
2302,42117,6
2303,42119,4
2304,42121,4
2305,42123,6
2306,42125,1
2307,42127,6
2308,42129,1
2309,42131,2
2310,42133,2
2311,44001,1
2312,44003,1
2313,44005,1
2314,44007,1
2315,44009,1
2316,45001,6
2317,45003,2
2318,45005,6
2319,45007,2
2320,45009,7
2321,45011,6
2322,45013,3
2323,45015,2
2324,45017,2
2325,45019,2
2326,45021,4
2327,45023,1
2328,45025,6
2329,45027,6
2330,45029,6
2331,45031,3
2332,45033,6
2333,45035,2
2334,45037,2
2335,45039,2
2336,45041,3
2337,45043,4
2338,45045,2
2339,45047,4
2340,45049,6
2341,45051,2
2342,45053,3
2343,45055,2
2344,45057,1
2345,45059,2
2346,45061,6
2347,45063,2
2348,45065,8
2349,45067,6
2350,45069,6
2351,45071,6
2352,45073,4
2353,45075,4
2354,45077,2
2355,45079,2
2356,45081,2
2357,45083,2
2358,45085,3
2359,45087,2
2360,45089,6
2361,45091,1
2362,46003,9
2363,46005,7
2364,46007,9
2365,46009,9
2366,46011,5
2367,46013,5
2368,46015,9
2369,46017,9
2370,46019,6
2371,46021,9
2372,46023,9
2373,46025,9
2374,46027,6
2375,46029,5
2376,46031,9
2377,46033,3
2378,46035,7
2379,46037,9
2380,46039,9
2381,46041,9
2382,46043,9
2383,46045,9
2384,46047,6
2385,46049,9
2386,46051,7
2387,46053,9
2388,46055,8
2389,46057,9
2390,46059,9
2391,46061,8
2392,46063,9
2393,46065,7
2394,46067,8
2395,46069,9
2396,46071,8
2397,46073,9
2398,46075,9
2399,46077,9
2400,46079,6
2401,46081,6
2402,46083,3
2403,46085,9
2404,46087,3
2405,46089,9
2406,46091,9
2407,46093,3
2408,46095,9
2409,46097,8
2410,46099,3
2411,46101,8
2412,46103,3
2413,46105,8
2414,46107,9
2415,46109,9
2416,46111,9
2417,46113,6
2418,46115,9
2419,46117,9
2420,46119,9
2421,46121,9
2422,46123,7
2423,46125,3
2424,46127,3
2425,46129,7
2426,46135,7
2427,46137,8
2428,47001,2
2429,47003,4
2430,47005,7
2431,47007,8
2432,47009,2
2433,47011,3
2434,47013,2
2435,47015,1
2436,47017,6
2437,47019,3
2438,47021,1
2439,47023,3
2440,47025,6
2441,47027,9
2442,47029,6
2443,47031,4
2444,47033,3
2445,47035,4
2446,47037,1
2447,47039,9
2448,47041,6
2449,47043,1
2450,47045,5
2451,47047,1
2452,47049,9
2453,47051,6
2454,47053,4
2455,47055,6
2456,47057,2
2457,47059,4
2458,47061,8
2459,47063,3
2460,47065,2
2461,47067,8
2462,47069,6
2463,47071,6
2464,47073,2
2465,47075,6
2466,47077,6
2467,47079,7
2468,47081,1
2469,47083,8
2470,47085,6
2471,47087,8
2472,47089,3
2473,47091,6
2474,47093,2
2475,47095,9
2476,47097,6
2477,47099,6
2478,47101,6
2479,47103,6
2480,47105,2
2481,47107,4
2482,47109,6
2483,47111,1
2484,47113,3
2485,47115,2
2486,47117,6
2487,47119,1
2488,47121,8
2489,47123,6
2490,47125,2
2491,47127,9
2492,47129,2
2493,47131,7
2494,47133,7
2495,47135,8
2496,47137,9
2497,47139,3
2498,47141,4
2499,47143,6
2500,47145,2
2501,47147,1
2502,47149,1
2503,47151,6
2504,47153,2
2505,47155,4
2506,47157,1
2507,47159,1
2508,47161,8
2509,47163,2
2510,47165,1
2511,47167,1
2512,47169,1
2513,47171,3
2514,47173,2
2515,47175,9
2516,47177,6
2517,47179,3
2518,47181,8
2519,47183,7
2520,47185,7
2521,47187,1
2522,47189,1
2523,48001,7
2524,48003,6
2525,48005,5
2526,48007,2
2527,48009,3
2528,48011,2
2529,48013,1
2530,48015,1
2531,48017,7
2532,48019,1
2533,48021,1
2534,48023,8
2535,48025,6
2536,48027,2
2537,48029,1
2538,48031,8
2539,48033,8
2540,48035,6
2541,48037,3
2542,48039,1
2543,48041,3
2544,48043,7
2545,48045,9
2546,48047,7
2547,48049,5
2548,48051,3
2549,48053,6
2550,48055,1
2551,48057,6
2552,48059,3
2553,48061,2
2554,48063,6
2555,48065,2
2556,48067,6
2557,48069,6
2558,48071,1
2559,48073,6
2560,48075,7
2561,48077,3
2562,48079,9
2563,48081,8
2564,48083,6
2565,48085,1
2566,48087,9
2567,48089,6
2568,48091,1
2569,48093,7
2570,48095,8
2571,48097,6
2572,48099,2
2573,48101,9
2574,48103,6
2575,48105,7
2576,48107,2
2577,48109,9
2578,48111,7
2579,48113,1
2580,48115,7
2581,48117,6
2582,48119,8
2583,48121,1
2584,48123,6
2585,48125,8
2586,48127,6
2587,48129,8
2588,48131,7
2589,48133,6
2590,48135,3
2591,48137,9
2592,48139,1
2593,48141,2
2594,48143,4
2595,48145,2
2596,48147,6
2597,48149,6
2598,48151,8
2599,48153,6
2600,48155,9
2601,48157,1
2602,48159,7
2603,48161,7
2604,48163,6
2605,48165,7
2606,48167,1
2607,48169,6
2608,48171,7
2609,48173,8
2610,48175,3
2611,48177,6
2612,48179,6
2613,48181,3
2614,48183,3
2615,48185,6
2616,48187,1
2617,48189,4
2618,48191,9
2619,48193,6
2620,48195,7
2621,48197,9
2622,48199,2
2623,48201,1
2624,48203,4
2625,48205,7
2626,48207,6
2627,48209,1
2628,48211,7
2629,48213,4
2630,48215,2
2631,48217,6
2632,48219,6
2633,48221,1
2634,48223,6
2635,48225,7
2636,48227,4
2637,48229,2
2638,48231,1
2639,48233,6
2640,48235,3
2641,48237,6
2642,48239,6
2643,48241,6
2644,48243,9
2645,48245,2
2646,48247,6
2647,48249,4
2648,48251,1
2649,48253,3
2650,48255,6
2651,48257,1
2652,48259,1
2653,48261,9
2654,48263,9
2655,48265,4
2656,48267,7
2657,48269,9
2658,48271,7
2659,48273,4
2660,48275,9
2661,48277,5
2662,48279,6
2663,48281,2
2664,48283,6
2665,48285,6
2666,48287,6
2667,48289,8
2668,48291,1
2669,48293,6
2670,48295,9
2671,48297,8
2672,48299,7
2673,48301,9
2674,48303,2
2675,48305,2
2676,48307,7
2677,48309,2
2678,48311,9
2679,48313,6
2680,48315,8
2681,48317,3
2682,48319,9
2683,48321,4
2684,48323,5
2685,48325,1
2686,48327,9
2687,48329,3
2688,48331,6
2689,48333,9
2690,48335,7
2691,48337,6
2692,48339,1
2693,48341,7
2694,48343,6
2695,48345,9
2696,48347,5
2697,48349,4
2698,48351,2
2699,48353,6
2700,48355,2
2701,48357,7
2702,48359,2
2703,48361,2
2704,48363,6
2705,48365,6
2706,48367,1
2707,48369,7
2708,48371,7
2709,48373,6
2710,48375,2
2711,48377,7
2712,48379,8
2713,48381,2
2714,48383,6
2715,48385,9
2716,48387,6
2717,48389,7
2718,48391,6
2719,48393,9
2720,48395,3
2721,48397,1
2722,48399,6
2723,48401,3
2724,48403,8
2725,48405,9
2726,48407,8
2727,48409,2
2728,48411,7
2729,48413,8
2730,48415,7
2731,48417,8
2732,48419,7
2733,48421,9
2734,48423,3
2735,48425,1
2736,48427,4
2737,48429,7
2738,48431,8
2739,48433,9
2740,48435,7
2741,48437,6
2742,48439,1
2743,48441,3
2744,48443,9
2745,48445,6
2746,48447,9
2747,48449,7
2748,48451,3
2749,48453,1
2750,48455,7
2751,48457,6
2752,48459,3
2753,48461,8
2754,48463,6
2755,48465,5
2756,48467,6
2757,48469,3
2758,48471,4
2759,48473,1
2760,48475,6
2761,48477,6
2762,48479,2
2763,48481,4
2764,48483,9
2765,48485,3
2766,48487,6
2767,48489,6
2768,48491,1
2769,48493,1
2770,48495,6
2771,48497,1
2772,48499,6
2773,48501,7
2774,48503,7
2775,48505,6
2776,48507,7
2777,49001,7
2778,49003,2
2779,49005,3
2780,49007,7
2781,49009,9
2782,49011,2
2783,49013,7
2784,49015,7
2785,49017,9
2786,49019,7
2787,49021,4
2788,49023,2
2789,49025,6
2790,49027,7
2791,49029,2
2792,49031,9
2793,49033,8
2794,49035,1
2795,49037,7
2796,49039,6
2797,49041,7
2798,49043,4
2799,49045,1
2800,49047,7
2801,49049,2
2802,49051,6
2803,49053,3
2804,49055,9
2805,49057,2
2806,50001,6
2807,50003,6
2808,50005,7
2809,50007,3
2810,50009,9
2811,50011,3
2812,50013,3
2813,50015,8
2814,50017,9
2815,50019,7
2816,50021,4
2817,50023,4
2818,50025,7
2819,50027,7
2820,51001,8
2821,51003,3
2822,51005,6
2823,51007,1
2824,51009,2
2825,51011,2
2826,51013,1
2827,51015,3
2828,51017,8
2829,51019,2
2830,51021,8
2831,51023,2
2832,51025,6
2833,51027,9
2834,51029,3
2835,51031,2
2836,51033,1
2837,51035,7
2838,51036,1
2839,51037,8
2840,51041,1
2841,51043,1
2842,51045,2
2843,51047,1
2844,51049,8
2845,51051,9
2846,51053,1
2847,51057,6
2848,51059,1
2849,51061,1
2850,51063,3
2851,51065,3
2852,51067,2
2853,51069,3
2854,51071,3
2855,51073,1
2856,51075,1
2857,51077,9
2858,51079,3
2859,51081,6
2860,51083,6
2861,51085,1
2862,51087,1
2863,51089,4
2864,51091,8
2865,51093,1
2866,51095,1
2867,51097,8
2868,51099,6
2869,51101,1
2870,51103,9
2871,51105,8
2872,51107,1
2873,51109,8
2874,51111,9
2875,51113,8
2876,51115,1
2877,51117,7
2878,51119,8
2879,51121,3
2880,51125,3
2881,51127,1
2882,51131,8
2883,51133,9
2884,51135,6
2885,51137,6
2886,51139,6
2887,51141,8
2888,51143,4
2889,51145,1
2890,51147,6
2891,51149,1
2892,51153,1
2893,51155,3
2894,51157,1
2895,51159,9
2896,51161,2
2897,51163,6
2898,51165,3
2899,51167,7
2900,51169,2
2901,51171,6
2902,51173,7
2903,51175,6
2904,51177,1
2905,51179,1
2906,51181,8
2907,51183,1
2908,51185,5
2909,51187,1
2910,51191,2
2911,51193,6
2912,51195,7
2913,51197,6
2914,51199,1
2915,51510,1
2916,51515,2
2917,51520,2
2918,51530,6
2919,51540,3
2920,51550,1
2921,51570,1
2922,51580,6
2923,51590,4
2924,51595,6
2925,51600,1
2926,51610,1
2927,51620,6
2928,51630,1
2929,51640,7
2930,51650,1
2931,51660,3
2932,51670,1
2933,51678,6
2934,51680,2
2935,51683,1
2936,51685,1
2937,51690,4
2938,51700,1
2939,51710,1
2940,51720,7
2941,51730,1
2942,51735,1
2943,51740,1
2944,51750,3
2945,51760,1
2946,51770,2
2947,51775,2
2948,51790,3
2949,51800,1
2950,51810,1
2951,51820,3
2952,51830,1
2953,51840,3
2954,53001,6
2955,53003,3
2956,53005,2
2957,53007,3
2958,53009,5
2959,53011,1
2960,53013,3
2961,53015,3
2962,53017,3
2963,53019,9
2964,53021,2
2965,53023,8
2966,53025,5
2967,53027,4
2968,53029,4
2969,53031,6
2970,53033,1
2971,53035,2
2972,53037,4
2973,53039,6
2974,53041,4
2975,53043,8
2976,53045,4
2977,53047,6
2978,53049,7
2979,53051,2
2980,53053,1
2981,53055,9
2982,53057,3
2983,53059,1
2984,53061,1
2985,53063,2
2986,53065,2
2987,53067,2
2988,53069,8
2989,53071,3
2990,53073,3
2991,53075,4
2992,53077,3
2993,54001,6
2994,54003,2
2995,54005,3
2996,54007,8
2997,54009,3
2998,54011,2
2999,54013,8
3000,54015,3
3001,54017,9
3002,54019,3
3003,54021,7
3004,54023,7
3005,54025,6
3006,54027,3
3007,54029,3
3008,54031,6
3009,54033,5
3010,54035,6
3011,54037,1
3012,54039,3
3013,54041,7
3014,54043,2
3015,54045,6
3016,54047,7
3017,54049,4
3018,54051,3
3019,54053,6
3020,54055,4
3021,54057,3
3022,54059,7
3023,54061,3
3024,54063,8
3025,54065,8
3026,54067,6
3027,54069,3
3028,54071,8
3029,54073,6
3030,54075,9
3031,54077,3
3032,54079,2
3033,54081,3
3034,54083,7
3035,54085,8
3036,54087,6
3037,54089,6
3038,54091,6
3039,54093,8
3040,54095,9
3041,54097,7
3042,54099,2
3043,54101,9
3044,54103,6
3045,54105,3
3046,54107,3
3047,54109,6
3048,55001,8
3049,55003,7
3050,55005,6
3051,55007,8
3052,55009,2
3053,55011,8
3054,55013,8
3055,55015,3
3056,55017,3
3057,55019,6
3058,55021,2
3059,55023,7
3060,55025,2
3061,55027,4
3062,55029,6
3063,55031,2
3064,55033,6
3065,55035,3
3066,55037,9
3067,55039,3
3068,55041,9
3069,55043,6
3070,55045,2
3071,55047,6
3072,55049,2
3073,55051,9
3074,55053,6
3075,55055,4
3076,55057,7
3077,55059,1
3078,55061,2
3079,55063,3
3080,55065,8
3081,55067,6
3082,55069,6
3083,55071,4
3084,55073,3
3085,55075,6
3086,55077,8
3087,55078,8
3088,55079,1
3089,55081,6
3090,55083,2
3091,55085,7
3092,55087,3
3093,55089,1
3094,55091,8
3095,55093,1
3096,55095,6
3097,55097,4
3098,55099,9
3099,55101,3
3100,55103,6
3101,55105,3
3102,55107,6
3103,55109,1
3104,55111,4
3105,55113,7
3106,55115,6
3107,55117,3
3108,55119,6
3109,55121,6
3110,55123,6
3111,55125,9
3112,55127,4
3113,55129,7
3114,55131,1
3115,55133,1
3116,55135,6
3117,55137,6
3118,55139,3
3119,55141,4
3120,56001,4
3121,56003,9
3122,56005,5
3123,56007,7
3124,56009,6
3125,56011,9
3126,56013,7
3127,56015,7
3128,56017,7
3129,56019,7
3130,56021,3
3131,56023,7
3132,56025,3
3133,56027,9
3134,56029,7
3135,56031,7
3136,56033,7
3137,56035,9
3138,56037,5
3139,56039,7
3140,56041,7
3141,56043,7
3142,56045,7
3143,72001,6
3144,72003,2
3145,72005,2
3146,72007,1
3147,72009,1
3148,72011,2
3149,72013,3
3150,72015,3
3151,72017,1
3152,72019,1
3153,72021,1
3154,72023,3
3155,72025,1
3156,72027,3
3157,72029,1
3158,72031,1
3159,72033,1
3160,72035,1
3161,72037,1
3162,72039,1
3163,72041,1
3164,72043,4
3165,72045,1
3166,72047,1
3167,72049,9
3168,72051,1
3169,72053,1
3170,72054,1
3171,72055,2
3172,72057,3
3173,72059,2
3174,72061,1
3175,72063,1
3176,72065,3
3177,72067,3
3178,72069,1
3179,72071,2
3180,72073,6
3181,72075,2
3182,72077,1
3183,72079,3
3184,72081,2
3185,72083,6
3186,72085,1
3187,72087,1
3188,72089,1
3189,72091,1
3190,72093,6
3191,72095,1
3192,72097,3
3193,72099,2
3194,72101,1
3195,72103,1
3196,72105,1
3197,72107,1
3198,72109,3
3199,72111,2
3200,72113,2
3201,72115,3
3202,72117,2
3203,72119,1
3204,72121,3
3205,72123,4
3206,72125,3
3207,72127,1
3208,72129,1
3209,72131,2
3210,72133,4
3211,72135,1
3212,72137,1
3213,72139,1
3214,72141,2
3215,72143,1
3216,72145,1
3217,72147,7
3218,72149,2
3219,72151,1
3220,72153,2
