FIPS,prevalence of diabetes,prevalence of obesity,prevalence of physical inactivity
29077,8.8,32.0,21.96666666666667
29079,10.6,32.6,28.866666666666664
29081,12.8,34.1,29.933333333333337
29083,11.8,29.5,28.599999999999998
29085,13.1,29.2,31.833333333333332
29087,11.5,32.5,29.0
29089,10.0,33.9,27.233333333333334
29091,12.3,31.5,29.333333333333332
29093,11.3,35.1,30.133333333333336
29095,11.2,31.0,24.23333333333333
29097,10.8,34.5,27.066666666666663
29099,10.6,30.4,28.733333333333334
29101,9.8,30.9,24.733333333333334
29103,10.9,31.7,25.666666666666668
29105,11.7,31.1,32.800000000000004
29107,11.9,29.1,31.233333333333334
29109,10.0,30.0,24.46666666666667
29111,10.8,35.5,33.233333333333334
29113,11.5,31.5,28.433333333333337
29115,12.2,30.6,28.900000000000002
29117,10.0,28.8,28.03333333333333
29119,10.3,28.1,33.86666666666667
29121,12.6,32.8,29.766666666666666
29123,11.2,34.3,30.96666666666667
29125,12.4,33.7,30.666666666666668
29127,12.5,37.3,29.46666666666667
29129,11.5,33.4,28.366666666666664
29131,11.7,30.8,28.333333333333332
29133,12.6,31.9,34.36666666666667
29135,9.6,28.3,27.26666666666667
29137,12.6,30.8,29.666666666666668
29139,11.8,33.9,29.233333333333334
29141,11.3,28.3,29.066666666666666
29143,12.2,33.1,36.56666666666667
29145,9.3,32.0,28.03333333333333
29147,10.6,29.7,28.5
29149,10.3,32.4,29.03333333333333
29151,11.3,33.3,26.066666666666663
29153,15.1,33.4,32.73333333333333
29155,13.1,34.4,31.03333333333333
29157,10.9,33.0,26.799999999999997
29159,12.4,36.5,30.599999999999998
29161,11.4,27.0,29.266666666666666
29163,11.3,28.8,28.7
29165,11.3,30.8,22.566666666666666
29167,11.4,29.4,27.133333333333336
29169,8.5,28.4,26.766666666666666
29171,11.8,31.9,34.53333333333333
29173,13.0,32.6,28.266666666666666
29175,12.0,33.0,27.933333333333337
29177,11.5,34.8,32.300000000000004
29179,12.2,32.6,33.76666666666667
29181,11.2,34.3,30.666666666666668
29183,8.4,25.0,21.399999999999995
29185,12.4,28.6,32.76666666666666
29186,10.5,30.1,29.833333333333332
29187,12.2,32.8,31.63333333333333
29189,10.8,29.0,23.3
29195,11.0,37.6,29.0
29197,11.4,30.3,29.3
29199,10.0,31.2,30.666666666666668
29201,12.6,36.5,31.899999999999995
29203,12.2,29.7,28.633333333333336
29205,11.5,33.1,26.599999999999998
29207,13.6,32.8,32.13333333333333
29209,13.0,33.2,28.233333333333334
29211,11.4,35.7,31.266666666666666
29213,10.8,30.9,29.633333333333336
29215,13.0,32.6,32.46666666666667
29217,13.2,30.3,27.099999999999998
29219,11.8,28.4,30.0
29221,14.1,33.6,30.7
29223,13.6,36.1,34.06666666666667
29225,9.8,33.8,26.933333333333337
29227,12.5,30.2,28.400000000000002
29229,10.7,31.4,31.166666666666668
29510,13.5,33.8,24.866666666666664
30001,7.7,24.2,22.53333333333333
30003,13.4,38.8,27.866666666666664
30005,11.9,35.6,29.099999999999998
30007,8.8,30.4,25.5
30009,9.0,24.0,23.166666666666668
30011,9.3,25.0,25.366666666666664
30013,9.1,28.2,25.333333333333332
30015,8.1,26.2,28.166666666666668
30017,9.9,30.6,27.599999999999998
30019,9.0,25.5,24.566666666666666
30021,9.6,30.9,27.566666666666663
30023,9.9,25.9,24.433333333333334
30025,7.6,27.7,28.666666666666668
30027,9.2,26.0,22.433333333333334
30029,7.1,23.1,18.0
30031,4.3,15.5,14.0
30033,8.3,25.9,27.733333333333334
30035,13.5,34.2,29.933333333333334
30037,9.7,24.4,26.099999999999998
30039,9.1,29.0,26.3
30041,11.1,33.4,28.2
30043,8.6,27.5,20.900000000000002
30045,8.7,28.8,25.633333333333336
30047,10.8,27.7,23.433333333333337
30049,7.7,24.3,18.299999999999997
30051,8.9,26.5,26.233333333333334
30053,11.7,28.8,23.53333333333333
30055,9.4,23.8,31.2
30057,9.4,21.7,25.166666666666668
30059,8.9,23.9,26.3
30061,10.8,27.7,24.2
30063,5.2,22.2,16.466666666666665
30065,9.6,27.5,30.399999999999995
30067,7.6,22.6,19.599999999999998
30069,9.5,24.6,24.433333333333334
30071,9.8,29.0,31.233333333333334
30073,10.4,29.4,27.666666666666668
30075,7.5,27.3,30.7
30077,10.1,28.0,25.399999999999995
30079,10.0,26.2,26.933333333333337
30081,8.9,23.3,19.033333333333335
30083,7.6,30.7,26.399999999999995
30085,12.8,36.9,30.566666666666666
30087,11.7,35.6,25.03333333333333
30089,11.1,26.8,24.266666666666666
30091,10.3,29.8,30.76666666666667
30093,8.3,25.5,22.133333333333336
30095,7.8,21.8,24.666666666666668
30097,9.9,24.3,23.099999999999998
30099,8.8,26.7,25.0
30101,8.6,26.5,26.433333333333334
30103,9.9,25.6,30.03333333333333
30105,9.8,29.2,27.86666666666667
30107,9.8,25.3,27.733333333333334
30109,9.2,26.6,30.066666666666663
30111,8.4,25.1,22.866666666666664
31001,10.8,33.0,24.766666666666666
31003,10.6,27.6,26.933333333333334
31005,8.3,29.7,29.03333333333333
31007,13.1,33.5,31.466666666666665
31009,9.1,29.1,26.599999999999998
31011,9.4,31.6,27.766666666666666
31013,11.8,33.9,26.96666666666667
31015,13.9,34.2,29.833333333333332
31017,10.3,30.2,30.03333333333333
31019,6.7,30.1,23.46666666666667
31021,10.3,31.0,33.4
31023,9.0,32.0,24.133333333333336
31025,8.9,35.4,24.933333333333334
31027,8.8,28.3,27.933333333333337
31029,10.2,30.6,24.900000000000002
31031,8.3,26.2,30.099999999999998
31033,7.6,31.5,24.266666666666666
31035,9.5,32.9,27.799999999999997
31037,8.5,31.5,26.733333333333334
31039,8.8,29.7,25.266666666666666
31041,9.7,32.0,28.366666666666664
31043,9.2,35.8,28.46666666666667
31045,9.5,27.3,26.8
31047,9.4,33.8,25.133333333333336
31049,9.7,30.1,25.833333333333332
31051,10.2,31.5,29.900000000000002
31053,10.0,32.7,25.433333333333334
31055,8.8,27.8,21.266666666666666
31057,10.8,35.3,29.133333333333336
31059,10.1,33.4,27.766666666666666
31061,10.6,36.7,29.96666666666667
31063,9.7,35.5,27.099999999999998
31065,12.8,33.9,27.566666666666663
31067,10.9,34.1,28.900000000000002
31069,9.9,32.6,30.033333333333335
31071,9.5,28.4,27.099999999999998
31073,9.9,34.4,25.133333333333336
31075,10.4,28.3,30.7
31077,9.6,32.4,33.63333333333333
31079,8.7,33.9,26.46666666666667
31081,7.3,32.5,22.53333333333333
31083,10.8,32.1,26.7
31085,9.9,33.2,31.166666666666668
31087,11.3,35.9,29.233333333333334
31089,8.9,30.2,29.333333333333332
31091,10.5,26.6,26.933333333333334
31093,9.3,29.4,30.100000000000005
31095,12.1,36.2,30.933333333333334
31097,9.2,30.3,28.63333333333333
31099,8.4,31.1,24.3
31101,9.1,27.5,27.733333333333334
31103,10.7,29.6,33.6
31105,10.5,31.4,28.933333333333334
31107,10.4,31.6,30.633333333333336
31109,7.6,26.0,18.333333333333332
31111,10.3,31.7,24.766666666666666
31113,9.3,31.1,29.066666666666663
31115,11.1,30.7,32.199999999999996
31117,10.1,30.5,31.133333333333336
31119,9.4,32.6,24.066666666666663
31121,11.1,32.6,27.46666666666667
31123,9.2,30.2,26.366666666666664
31125,11.4,29.8,23.066666666666666
31127,10.0,35.5,25.8
31129,9.4,33.5,30.8
31131,11.5,33.9,28.833333333333332
31133,10.3,29.8,29.933333333333334
31135,8.6,24.5,24.400000000000002
31137,10.0,33.4,25.399999999999995
31139,10.7,34.1,29.333333333333332
31141,9.4,29.3,24.266666666666666
31143,9.0,29.5,27.866666666666664
31145,8.4,31.9,23.933333333333334
31147,9.8,36.7,32.166666666666664
31149,11.3,30.3,31.933333333333337
31151,8.5,33.0,30.53333333333333
31153,8.4,30.6,19.766666666666666
31155,8.6,28.6,25.733333333333334
31157,10.5,33.9,24.866666666666664
31159,7.7,29.4,23.53333333333333
31161,11.3,30.2,31.133333333333336
31163,10.7,33.1,30.03333333333333
31165,8.2,32.3,28.76666666666667
31167,9.5,34.3,25.399999999999995
31169,10.2,30.2,29.099999999999998
31171,10.0,32.8,30.0
31173,16.8,41.8,30.5
31175,11.6,32.3,24.7
31177,8.0,31.5,21.033333333333335
31179,6.6,29.6,24.666666666666668
31181,10.2,32.9,33.333333333333336
31183,9.3,28.1,28.933333333333337
31185,8.4,33.6,24.2
32001,9.5,25.5,24.100000000000005
32003,9.2,27.8,21.666666666666668
32005,8.0,21.4,16.3
32007,8.1,30.3,20.8
32009,10.6,25.5,23.5
32011,8.6,27.2,22.599999999999998
32013,6.8,25.7,20.533333333333335
32015,7.8,30.4,21.433333333333334
32017,9.5,25.9,22.933333333333334
32019,9.3,29.8,26.433333333333337
32021,11.2,28.0,26.566666666666666
32023,12.5,31.5,29.133333333333336
32027,7.8,31.1,22.133333333333336
32029,11.1,26.9,23.566666666666663
32031,7.1,21.8,15.933333333333332
32033,9.2,28.7,24.7
32510,8.2,24.6,17.5
33001,10.6,31.3,22.2
33003,10.1,25.2,19.26666666666667
33005,9.0,27.4,19.96666666666667
33007,12.3,30.5,26.566666666666663
33009,8.8,25.3,18.566666666666666
33011,9.1,28.5,20.833333333333332
33013,9.1,29.5,19.166666666666668
33015,9.1,26.1,19.333333333333332
33017,10.5,29.1,22.233333333333334
33019,10.2,28.8,23.0
34001,11.3,27.6,25.900000000000002
34003,8.0,21.5,22.366666666666664
34005,9.5,28.0,23.400000000000002
34007,10.4,30.2,26.666666666666668
34009,11.0,27.9,22.799999999999997
34011,11.6,34.5,28.366666666666664
34013,10.7,28.7,26.53333333333333
34015,11.3,30.3,25.333333333333332
34017,7.4,23.9,25.2
34019,7.0,22.3,17.566666666666666
34021,9.6,24.6,22.233333333333334
34023,9.8,25.0,24.333333333333332
34025,8.9,23.2,19.599999999999998
34027,7.9,21.0,19.366666666666664
34029,11.2,28.1,26.53333333333333
34031,8.3,25.7,24.166666666666668
34033,11.7,33.9,27.46666666666667
34035,8.4,22.6,19.666666666666668
34037,8.6,26.2,23.666666666666668
34039,7.8,24.7,24.533333333333335
34041,9.2,28.8,23.5
35001,7.4,21.5,16.233333333333334
35003,10.2,20.3,23.099999999999998
35005,9.2,29.2,26.066666666666666
35006,13.4,31.2,25.333333333333332
35007,9.2,22.0,22.433333333333337
35009,7.9,30.5,26.7
35011,9.8,22.9,27.166666666666668
35013,7.4,23.6,19.566666666666666
35015,9.7,31.2,24.099999999999998
35017,9.7,21.8,20.7
35019,8.4,27.3,21.933333333333334
35021,10.3,22.9,27.366666666666664
35023,9.0,22.9,24.46666666666667
35025,8.0,33.8,31.96666666666667
35027,7.9,19.9,23.5
35028,7.0,19.9,14.133333333333333
35029,10.6,24.3,24.46666666666667
35031,13.6,35.1,23.46666666666667
35033,11.3,22.6,24.03333333333333
35035,9.5,25.1,22.166666666666668
35037,9.6,32.0,27.366666666666664
35039,8.8,24.5,21.1
35041,9.4,26.9,25.433333333333334
35043,8.0,23.8,17.96666666666667
35045,10.0,31.7,23.5
35047,8.8,22.6,18.933333333333334
35049,4.7,13.7,11.466666666666667
35051,10.1,21.0,24.3
35053,10.4,26.3,22.8
35055,7.7,17.4,15.6
35057,9.9,26.1,25.433333333333334
35059,9.5,27.0,25.53333333333333
35061,9.0,26.6,22.96666666666667
36001,9.8,25.4,21.566666666666663
36003,9.3,29.6,22.066666666666666
36005,12.3,30.4,29.600000000000005
36007,9.9,27.3,23.8
36009,9.3,28.1,27.7
36011,10.0,30.6,22.433333333333337
36013,9.9,29.6,26.2
36015,9.4,29.1,24.533333333333335
36017,10.2,30.3,26.8
36019,9.9,30.3,25.833333333333332
36021,10.6,25.0,23.066666666666666
36023,8.3,26.8,21.400000000000002
36025,10.8,27.9,25.066666666666666
36027,9.6,25.9,20.866666666666667
36029,9.4,26.7,22.8
36031,9.7,27.3,26.400000000000002
36033,9.6,30.3,26.2
36035,10.1,30.1,24.399999999999995
36037,9.3,26.8,24.133333333333336
36039,9.5,27.9,25.96666666666667
36041,11.0,26.1,23.733333333333334
36043,9.2,29.6,23.433333333333334
36045,9.4,28.4,26.700000000000003
36047,10.3,22.7,25.566666666666663
36049,9.9,33.7,22.766666666666666
36051,10.5,31.2,22.96666666666667
36053,9.6,26.1,24.600000000000005
36055,9.7,27.7,20.933333333333334
36057,9.4,26.0,22.366666666666664
36059,8.3,23.5,24.3
36061,6.7,14.7,17.033333333333335
36063,9.5,30.4,22.133333333333336
36065,10.0,31.4,27.066666666666666
36067,9.1,27.9,23.833333333333332
36069,7.6,29.4,17.53333333333333
36071,9.7,28.8,24.53333333333333
36073,9.7,28.5,24.633333333333336
36075,10.7,29.2,26.5
36077,9.3,26.0,20.966666666666665
36079,7.6,24.1,21.366666666666664
36081,11.2,23.8,27.733333333333334
36083,8.9,27.4,23.066666666666666
36085,9.5,28.2,29.3
36087,10.3,22.4,24.53333333333333
36089,10.6,28.2,24.666666666666668
36091,8.5,26.7,23.433333333333334
36093,9.9,26.1,22.5
36095,9.8,26.2,25.3
36097,10.7,30.8,25.766666666666666
36099,8.9,28.9,24.900000000000002
36101,11.2,30.8,22.066666666666666
36103,8.8,23.1,21.966666666666665
36105,10.5,29.3,23.066666666666663
36107,10.5,29.3,25.266666666666666
36109,7.5,25.3,24.100000000000005
36111,9.3,27.2,19.433333333333334
36113,9.8,27.4,20.3
36115,11.0,31.9,23.8
36117,10.3,30.2,25.3
36119,8.2,20.3,19.366666666666664
36121,8.1,25.6,24.233333333333334
36123,9.5,26.6,24.799999999999997
37001,10.9,35.1,25.399999999999995
37003,11.6,34.0,25.166666666666668
37005,12.8,27.1,31.333333333333332
37007,14.9,34.6,29.3
37009,11.5,29.1,26.03333333333333
37011,11.1,26.0,24.63333333333333
37013,13.4,33.0,28.433333333333337
37015,14.2,35.5,31.433333333333337
37017,14.5,38.2,32.53333333333333
37019,11.0,28.0,20.966666666666665
37021,9.5,23.5,20.8
37023,11.9,32.4,28.233333333333334
37025,9.9,30.0,23.3
37027,14.2,32.7,26.933333333333337
37029,11.1,31.0,24.333333333333332
37031,10.3,25.8,26.366666666666664
37033,13.2,36.0,31.2
37035,13.5,29.5,29.233333333333334
37037,12.1,27.1,22.8
37039,13.0,30.0,30.46666666666667
37041,13.3,34.2,28.900000000000002
37043,13.1,28.7,28.633333333333336
37045,12.4,30.9,30.099999999999998
37047,16.0,31.2,27.833333333333332
37049,10.3,30.1,27.399999999999995
37051,12.1,32.3,26.7
37053,10.6,28.9,24.400000000000002
37055,9.8,27.4,25.599999999999998
37057,11.0,31.4,30.7
37059,10.9,29.1,26.53333333333333
37061,13.8,32.0,30.533333333333335
37063,8.7,29.2,20.599999999999998
37065,16.4,40.8,31.8
37067,11.2,31.4,23.3
37069,14.0,31.2,28.400000000000002
37071,13.7,33.3,29.400000000000002
37073,12.9,33.9,30.7
37075,12.0,27.5,25.53333333333333
37077,12.1,35.8,26.633333333333336
37079,12.7,35.9,28.333333333333332
37081,10.3,30.7,22.399999999999995
37083,13.7,39.0,33.666666666666664
37085,10.6,33.2,27.900000000000002
37087,12.3,30.0,24.5
37089,9.9,27.1,23.8
37091,14.4,36.9,32.63333333333333
37093,12.2,34.7,28.2
37095,12.0,29.7,27.333333333333332
37097,10.4,29.1,23.23333333333333
37099,11.6,31.4,26.433333333333334
37101,13.9,35.5,25.633333333333336
37103,14.9,33.9,28.166666666666668
37105,13.5,29.9,24.666666666666668
37107,15.6,37.2,32.43333333333334
37109,11.4,27.6,27.066666666666666
37111,14.2,30.9,29.3
37113,11.7,27.4,26.166666666666668
37115,10.5,24.8,26.333333333333332
37117,15.9,38.0,32.13333333333333
37119,8.5,23.9,19.96666666666667
37121,12.8,29.2,28.100000000000005
37123,12.5,30.7,28.333333333333332
37125,10.6,27.4,24.733333333333334
37127,13.2,31.5,30.766666666666666
37129,8.4,24.9,20.266666666666666
37131,16.2,38.5,32.9
37133,7.8,29.7,22.599999999999998
37135,8.0,23.3,15.866666666666665
37137,15.1,31.5,27.03333333333333
37139,14.4,35.4,27.633333333333336
37141,12.1,31.1,25.53333333333333
37143,13.5,32.6,25.766666666666666
37145,12.6,32.7,27.766666666666666
37147,9.5,34.3,25.233333333333334
37149,13.1,27.3,26.333333333333332
37151,13.7,32.2,31.2
37153,11.2,37.9,32.43333333333333
37155,15.7,39.6,34.199999999999996
37157,14.1,35.4,31.599999999999998
37159,12.8,32.7,30.0
37161,13.9,28.7,28.666666666666668
37163,13.7,36.7,31.633333333333336
37165,13.7,36.4,26.5
37167,12.1,30.0,31.933333333333326
37169,12.7,33.8,30.433333333333337
37171,13.2,30.9,31.2
37173,14.9,33.3,28.099999999999998
37175,11.3,24.3,22.3
37177,13.6,30.8,26.96666666666667
37179,9.5,26.5,18.9
37181,14.0,38.2,32.13333333333333
37183,8.2,24.8,17.666666666666668
37185,14.4,39.2,30.366666666666664
37187,14.7,32.8,29.8
37189,8.6,26.4,20.73333333333333
37191,13.1,34.4,27.099999999999998
37193,10.8,26.7,30.266666666666666
37195,12.4,36.8,30.366666666666664
37197,10.5,31.0,26.03333333333333
37199,11.2,27.0,25.26666666666667
38001,10.5,31.9,28.899999999999995
38003,10.5,34.7,24.46666666666667
38005,11.7,31.0,30.899999999999995
38007,7.8,28.3,29.166666666666668
38009,9.8,31.0,27.46666666666667
38011,9.1,30.3,28.0
38013,8.9,28.9,31.099999999999998
38015,7.5,29.1,20.333333333333332
38017,7.0,29.1,20.033333333333335
38019,11.2,32.1,28.833333333333332
38021,11.2,33.4,26.433333333333334
38023,10.1,27.1,34.56666666666667
38025,9.2,33.5,33.766666666666666
38027,11.8,31.5,28.099999999999998
38029,11.3,30.9,33.86666666666667
38031,10.7,30.5,32.63333333333333
38033,8.8,32.1,31.133333333333336
38035,7.3,30.1,21.566666666666666
38037,10.8,33.3,31.2
38039,10.2,26.9,27.96666666666667
38041,9.5,29.1,27.53333333333333
38043,8.9,30.1,29.23333333333333
38045,11.2,33.4,28.166666666666668
38047,11.2,32.8,29.433333333333334
38049,8.3,31.7,28.0
38051,10.6,32.8,31.066666666666663
38053,9.5,32.8,29.233333333333334
38055,10.4,33.4,26.96666666666667
38057,11.9,31.8,24.933333333333337
38059,7.9,33.3,25.166666666666668
38061,12.6,35.9,31.8
38063,12.2,31.7,28.633333333333336
38065,10.9,32.1,25.933333333333334
38067,12.1,32.1,28.333333333333332
38069,10.4,34.0,28.233333333333334
38071,10.2,33.2,24.066666666666666
38073,10.4,33.1,30.0
38075,10.8,31.6,27.566666666666666
38077,8.4,33.1,24.933333333333334
38079,12.9,41.4,32.36666666666667
38081,9.4,34.4,31.53333333333333
38083,11.5,31.6,31.666666666666668
38085,13.3,33.7,27.96666666666667
38087,9.3,26.9,27.833333333333332
38089,8.0,29.6,24.766666666666666
38091,11.4,30.2,28.133333333333336
38093,8.8,33.0,26.466666666666665
38095,11.2,30.1,27.233333333333334
38097,8.5,32.8,24.599999999999998
38099,9.5,32.2,30.133333333333336
38101,7.8,30.8,25.8
38103,10.9,33.5,31.96666666666667
38105,8.3,35.3,28.2
39001,11.4,31.1,30.0
39003,13.0,35.4,30.899999999999995
39005,11.6,27.9,28.36666666666667
39007,13.3,33.5,27.833333333333332
39009,11.1,28.3,24.7
39011,11.1,34.7,28.066666666666666
39013,15.1,33.5,32.63333333333333
39015,13.6,33.7,32.6
39017,12.0,32.8,25.46666666666667
39019,12.7,34.7,26.566666666666663
39021,13.2,37.0,27.5
39023,12.9,31.5,27.600000000000005
39025,11.7,30.3,26.066666666666666
39027,11.7,34.3,32.5
39029,12.5,33.0,29.633333333333336
39031,14.6,34.3,28.233333333333334
39033,13.3,32.0,30.566666666666663
39035,12.0,30.0,25.099999999999998
39037,12.8,32.3,32.699999999999996
39039,11.6,32.9,29.200000000000003
39041,9.2,28.1,19.933333333333334
39043,11.1,35.4,25.766666666666666
39045,11.1,32.6,26.166666666666668
39047,13.0,33.4,30.8
39049,9.9,29.7,23.066666666666666
39051,13.4,36.7,26.23333333333333
39053,14.5,32.3,32.56666666666667
39055,11.8,27.0,25.366666666666664
39057,10.5,31.3,25.666666666666668
39059,12.6,36.4,32.86666666666667
39061,11.0,29.2,22.96666666666667
39063,11.5,31.4,22.7
39065,9.6,35.2,30.833333333333332
39067,13.2,30.3,28.7
39069,11.8,29.2,24.766666666666666
39071,11.0,32.1,28.566666666666663
39073,14.6,37.5,28.400000000000002
39075,10.3,31.2,26.266666666666666
39077,12.8,33.3,32.800000000000004
39079,14.2,37.4,35.96666666666667
39081,15.4,36.6,29.53333333333333
39083,11.0,27.6,23.366666666666664
39085,11.2,26.7,23.933333333333334
39087,15.7,38.8,36.46666666666667
39089,11.0,31.4,27.333333333333332
39091,13.4,34.3,27.600000000000005
39093,11.5,29.2,22.599999999999998
39095,12.3,34.2,26.7
39097,10.7,29.6,29.166666666666668
39099,12.5,31.3,28.066666666666666
39101,12.9,35.8,33.13333333333333
39103,9.6,29.1,24.233333333333334
39105,16.7,34.3,32.733333333333334
39107,11.0,27.9,27.933333333333334
39109,12.8,34.1,26.666666666666668
39111,14.9,36.8,33.9
39113,13.0,33.3,25.066666666666666
39115,14.8,36.7,28.599999999999998
39117,12.2,36.9,31.366666666666664
39119,12.9,31.2,33.43333333333334
39121,14.0,33.5,32.63333333333333
39123,11.1,30.6,29.26666666666667
39125,12.4,29.9,26.7
39127,13.1,36.3,30.133333333333336
39129,12.4,34.0,30.133333333333336
39131,13.6,35.8,27.900000000000002
39133,9.1,29.0,24.366666666666664
39135,12.6,29.3,28.166666666666668
39137,9.9,35.2,26.566666666666666
39139,11.9,32.8,29.03333333333333
39141,13.3,33.7,29.366666666666664
39143,12.9,33.5,30.600000000000005
39145,16.0,37.0,30.23333333333333
39147,13.5,35.1,26.03333333333333
39149,11.3,31.8,26.26666666666667
39151,12.9,30.7,25.86666666666667
39153,10.4,30.8,23.666666666666668
39155,12.3,32.6,29.433333333333334
39157,12.7,35.0,31.900000000000002
39159,10.2,34.2,26.666666666666668
39161,14.8,37.9,31.166666666666668
39163,17.0,33.6,31.0
39165,9.7,29.9,22.766666666666666
39167,14.4,34.8,32.333333333333336
39169,12.3,30.3,24.633333333333336
39171,12.8,35.9,28.666666666666668
39173,11.0,30.9,22.633333333333336
39175,12.5,35.8,28.866666666666664
40001,14.3,38.6,36.06666666666666
40003,13.2,36.0,38.699999999999996
40005,12.8,34.3,31.100000000000005
40007,13.4,38.9,30.900000000000002
40009,10.0,35.5,30.76666666666667
40011,14.2,38.4,35.53333333333333
40013,11.4,32.5,31.2
40015,12.6,37.0,35.699999999999996
40017,11.9,35.0,29.266666666666666
40019,12.5,32.3,31.2
40021,14.6,35.5,27.5
40023,15.5,36.2,34.0
40025,12.5,32.8,33.46666666666667
40027,10.4,30.1,24.8
40029,12.9,35.6,35.50000000000001
40031,11.1,34.8,29.733333333333334
40033,14.5,36.2,36.26666666666666
40035,13.1,27.4,32.06666666666667
40037,14.8,36.8,34.76666666666667
40039,11.7,30.9,28.666666666666668
40041,14.2,33.4,33.9
40043,13.9,35.5,33.199999999999996
40045,13.0,31.0,34.833333333333336
40047,9.8,36.7,30.833333333333332
40049,13.2,33.8,33.13333333333333
40051,12.0,34.8,29.96666666666667
40053,13.0,36.4,38.733333333333334
40055,12.9,32.7,33.13333333333333
40057,14.0,36.8,34.63333333333333
40059,12.4,35.0,34.93333333333333
40061,18.0,38.5,38.46666666666667
40063,15.6,32.3,34.699999999999996
40065,12.8,34.1,32.666666666666664
40067,13.7,36.0,33.300000000000004
40069,13.7,39.2,34.9
40071,12.7,29.7,30.066666666666666
40073,12.2,32.1,28.866666666666664
40075,13.6,30.8,32.9
40077,15.0,32.6,33.666666666666664
40079,14.2,39.1,33.76666666666667
40081,14.4,38.8,38.1
40083,12.1,31.4,29.03333333333333
40085,15.0,33.5,32.63333333333333
40087,11.1,31.5,27.2
40089,14.0,35.3,36.699999999999996
40091,13.8,37.9,36.666666666666664
40093,11.6,31.6,33.266666666666666
40095,13.4,36.1,39.13333333333333
40097,13.8,34.7,34.43333333333334
40099,13.4,39.7,34.36666666666667
40101,13.3,37.4,31.833333333333332
40103,13.2,32.8,31.166666666666668
40105,15.1,36.4,30.600000000000005
40107,13.4,31.0,28.8
40109,10.2,31.2,27.96666666666667
40111,12.5,38.0,34.1
40113,12.4,34.5,30.733333333333334
40115,15.6,37.1,35.43333333333333
40117,13.4,33.9,34.6
40119,7.1,28.9,25.400000000000002
40121,13.1,32.4,35.300000000000004
40123,11.9,35.6,33.733333333333334
40125,14.1,34.2,30.233333333333334
40127,16.8,30.3,33.6
40129,12.5,32.8,36.13333333333333
40131,10.7,32.7,28.0
40133,14.4,36.4,38.333333333333336
40135,13.5,32.5,34.0
40137,13.5,34.0,34.43333333333334
40139,9.6,32.7,28.46666666666667
40141,14.3,33.4,35.199999999999996
40143,10.6,29.6,27.633333333333336
40145,11.4,33.5,29.933333333333334
40147,14.0,33.2,29.400000000000002
40149,12.6,40.6,32.166666666666664
40151,12.4,33.4,34.333333333333336
40153,11.5,38.6,29.866666666666664
41001,12.0,26.9,21.933333333333337
41003,7.8,21.6,13.5
41005,9.8,25.3,15.033333333333333
41007,11.0,30.7,17.066666666666666
41009,10.6,33.8,18.933333333333334
41011,12.8,30.4,20.46666666666667
41013,12.5,25.7,18.666666666666668
41015,11.9,29.9,18.9
41017,7.8,24.1,14.5
41019,11.4,31.0,19.900000000000002
41021,11.6,27.2,17.933333333333334
41023,12.4,29.6,20.2
41025,11.2,31.7,19.7
41027,8.5,26.5,15.6
41029,8.9,25.6,18.7
41031,11.2,32.5,18.400000000000002
41033,9.3,27.1,20.0
41035,10.8,29.9,19.233333333333334
41037,11.5,28.0,17.933333333333334
41039,7.8,27.4,15.1
41041,13.3,28.5,17.933333333333334
41043,11.2,33.6,19.833333333333332
41045,8.9,28.5,20.133333333333333
41047,10.3,34.1,16.26666666666667
41049,11.4,30.9,19.833333333333336
41051,7.7,21.3,13.133333333333333
41053,9.3,34.5,17.099999999999998
41055,11.1,27.1,19.233333333333334
41057,11.4,28.8,19.133333333333336
41059,9.9,31.8,21.333333333333332
41061,9.2,27.3,17.166666666666668
41063,11.4,24.3,19.066666666666666
41065,11.0,25.5,17.599999999999998
41067,8.4,24.0,13.333333333333334
41069,12.6,27.2,20.033333333333335
41071,9.6,27.8,17.133333333333333
42001,11.6,31.4,23.73333333333333
42003,9.7,26.7,22.766666666666666
42005,11.7,35.9,28.03333333333333
42007,11.4,29.7,27.46666666666667
42009,13.2,33.7,28.366666666666664
42011,11.0,32.2,24.166666666666668
42013,11.7,33.1,29.066666666666666
42015,10.9,32.5,25.46666666666667
42017,9.6,25.7,21.400000000000002
42019,10.9,28.5,22.233333333333334
42021,13.1,28.9,26.100000000000005
42023,10.4,27.9,25.833333333333332
42025,10.7,35.0,26.100000000000005
42027,7.8,26.6,17.666666666666668
42029,7.9,23.0,17.3
42031,11.7,33.8,25.400000000000002
42033,13.7,36.8,26.866666666666664
42035,10.9,32.4,25.900000000000002
42037,11.9,37.9,24.8
42039,11.7,34.5,27.96666666666667
42041,9.4,27.6,18.2
42043,11.9,32.5,24.066666666666666
42045,9.0,24.0,21.3
42047,10.5,28.5,26.866666666666664
42049,11.6,31.2,25.46666666666667
42051,15.9,38.5,32.7
42053,11.3,32.1,21.599999999999998
42055,11.4,32.2,27.2
42057,11.9,31.6,26.599999999999998
42059,12.5,33.4,29.733333333333334
42061,11.5,29.4,25.933333333333337
42063,9.7,37.2,27.733333333333334
42065,11.5,31.5,29.566666666666663
42067,12.3,34.7,25.8
42069,11.5,31.3,25.133333333333336
42071,9.7,29.3,20.766666666666666
42073,12.5,34.3,24.933333333333334
42075,10.1,29.5,22.566666666666666
42077,10.8,30.1,22.0
42079,11.7,28.9,29.53333333333333
