FIPS,frac_uninsured
01001,0.11704928824158643
01003,0.121769402039536
01005,0.18040402618427537
01007,0.15407138873396542
01009,0.14591296545536114
01011,0.20759837177747625
01013,0.1952711162477126
01015,0.1467438314265077
01017,0.1560349689791314
01019,0.1461136938259522
01021,0.1468474511307014
01023,0.18079286823799554
01025,0.16843301917928782
01027,0.16614150673159553
01029,0.14571230982019365
01031,0.14844075756578226
01033,0.14893889498719357
01035,0.20042241834502528
01037,0.181687869557427
01039,0.1646893495122017
01041,0.1824142201500692
01043,0.14911248529154045
01045,0.16064248789693936
01047,0.2083126718658432
01049,0.182247922581796
01051,0.1125282334960845
01053,0.170421721548238
01055,0.15679965887836883
01057,0.1293614219881501
01059,0.19445619286202298
01061,0.1849232562657859
01063,0.24676534520236001
01065,0.18683118584843852
01067,0.1538832028898254
01069,0.15103608526350412
01071,0.13595526561043803
01073,0.13302517083086718
01075,0.14951209731319343
01077,0.1302756269172435
01079,0.15593122381158792
01081,0.14064452269297548
01083,0.1267791511160936
01085,0.225680636280208
01087,0.18960982025427445
01089,0.11986572409722594
01091,0.18620595091183326
01093,0.17261391523512634
01095,0.17041128523717214
01097,0.16363373664452066
01099,0.17987612185564403
01101,0.14556062431470226
01103,0.14152452962897838
01105,0.24412980388708116
01107,0.17870948557835267
01109,0.19217922332062484
01111,0.1573711317515517
01113,0.17810079876738433
01115,0.11798700400940136
01117,0.07726941358294696
01119,0.2507417323974238
01121,0.15384615384615385
01123,0.1593437630473758
01125,0.13801004096904823
01127,0.154284980817776
01129,0.17087717324030832
01131,0.2288011130864961
01133,0.18744387296922196
02013,0.17987467747880576
02016,0.15867707172054998
02020,0.1353933748541137
02050,0.23868745256028492
02060,0.13758992805755396
02068,0.1467304625199362
02070,0.23000406008932198
02090,0.1334056646870717
02100,0.15625
02110,0.12669829283247813
02122,0.1598922247882987
02130,0.13602774845423013
02150,0.19086660026051644
02164,0.2515923566878981
02170,0.1257927005762703
02180,0.19243138936535162
02185,0.17359907567879837
02188,0.1694003411625771
02201,0.207773851590106
02220,0.12163365234809705
02232,0.19129878438899553
02240,0.19745993347444815
02261,0.1566824931811294
02270,0.2975732661450736
02280,0.16253002401921537
02282,0.15789473684210525
02290,0.21162298551196485
04001,0.24830191944392369
04003,0.1898720124339841
04005,0.1830849466358807
04007,0.2005497164314887
04009,0.19178786321168326
04011,0.14386384789256748
04012,0.24137760648285403
04013,0.14788690941178284
04015,0.170491452991453
04017,0.20479194333776007
04019,0.16192502914187715
04021,0.1456726014924918
04023,0.27479825751624654
04025,0.14537420546449187
04027,0.2500924000286854
05001,0.14238031186170477
05003,0.1632151177841056
05005,0.1287131167865113
05007,0.12147342969326728
05009,0.14061408655323668
05011,0.2023458005249344
05013,0.15136876006441224
05015,0.2047853624208304
05017,0.2456436631611269
05019,0.15600453831384187
05021,0.1548437688502835
05023,0.14662675751250442
05025,0.13175334157025723
05027,0.14618343794290342
05029,0.14875355610203
05031,0.13375223381564535
05033,0.15635953496442825
05035,0.19434485948884006
05037,0.1721162343400738
05039,0.18066635382449553
05041,0.22405627524724891
05043,0.17263146632429252
05045,0.1100085437532811
05047,0.1525963332967395
05049,0.17705714764538294
05051,0.1513399108507659
05053,0.1174775190223657
05055,0.11766198827440928
05057,0.21139289227216354
05059,0.13840199590583419
05061,0.1738592633315008
05063,0.13904482252353398
05065,0.1652271034996277
05067,0.17334242372592468
05069,0.16505507955936352
05071,0.1838449380251227
05073,0.20381213404758938
05075,0.16533550982335452
05077,0.2213079255088783
05079,0.13911092413406254
05081,0.1822786724124896
05083,0.14025453277545327
05085,0.11784101025421213
05087,0.1908167357305173
05089,0.17364804302360323
05091,0.16310643621704277
05093,0.21183026862307194
05095,0.23629327026445926
05097,0.2007763640284667
05099,0.16900523560209424
05101,0.2051585423568386
05103,0.15888126337539665
05105,0.14673290026748184
05107,0.26025635707470857
05109,0.18499728211632543
05111,0.1812300287979802
05113,0.21773394131641555
05115,0.1448921880523153
05117,0.13705695160759354
05119,0.14243457047505478
05121,0.15477931221229352
05123,0.2151100279549853
05125,0.0874018511207615
05127,0.21515695067264573
05129,0.2657798971012674
05131,0.1563957894736842
05133,0.2237481769567331
05135,0.20135655572799907
05137,0.20314100375554797
05139,0.147490155252795
05141,0.17756670094984572
05143,0.14644288827159466
05145,0.14482980990298885
05147,0.21128673746604099
05149,0.2051797484923566
06001,0.13905880647799546
06003,0.21742881794650562
06005,0.11034285565750826
06007,0.17320073768004296
06009,0.12656013313136055
06011,0.22450817729319744
06013,0.11699893985676767
06015,0.16411774952098937
06017,0.12170254635520043
06019,0.23072891028095316
06021,0.22605281170070968
06023,0.16478157911136038
06025,0.2767627372082427
06027,0.16198501872659177
06029,0.20129620453869784
06031,0.19054525170826941
06033,0.17775185350054493
06035,0.11850018704497713
06037,0.21819701624733592
06039,0.20921926212286746
06041,0.09524214447683836
06043,0.15274780009961814
06045,0.18374337859144066
06047,0.2169908897586324
06049,0.19456110877782445
06051,0.18146934207370694
06053,0.1944970201696659
06055,0.1304947124220421
06057,0.1249568063093278
06059,0.17045238535082152
06061,0.09792195011166206
06063,0.14466638729803977
06065,0.16487097587929422
06067,0.1453997925898545
06069,0.17881149885583525
06071,0.17919364819063577
06073,0.166651553693213
06075,0.1383546156072413
06077,0.16546958663847883
06079,0.14481481771424545
06081,0.12025842969654522
06083,0.17925102679395752
06085,0.11589874824313794
06087,0.16613796031498082
06089,0.15210890252579154
06091,0.12842166569598137
06093,0.18182019045935616
06095,0.1332457063166769
06097,0.13706141996282775
06099,0.17686471943897686
06101,0.1805886853593771
06103,0.18631632269555698
06105,0.15842020261341946
06107,0.24397260474013932
06109,0.13831256315257662
06111,0.16369930637377433
06113,0.15929098263145372
06115,0.20218009619823388
08001,0.15090655090054228
08003,0.21338829996073813
08005,0.11849401803095881
08007,0.18080094228504123
08009,0.2563283362005407
08011,0.22256207268801728
08013,0.13995150477820567
08014,
08015,0.13696369636963696
08017,0.2411674347158218
08019,0.1243883875176688
08021,0.2643327067669173
08023,0.30432242990654207
08025,0.16459914830586928
08027,0.16968911917098445
08029,0.1751093598691021
08031,0.1813746489173121
08033,0.19102353585112206
08035,0.11164881162395356
08037,0.16387544708605092
08039,0.12388098999473407
08041,0.12675615560608364
08043,0.140120587865846
08045,0.1362778558522385
08047,0.10827250608272507
08049,0.14185148739686626
08051,0.16083227892591032
08053,0.2196078431372549
08055,0.20280530176296488
08057,0.21201657458563536
08059,0.11636841995364473
08061,0.22784810126582278
08063,0.19759225333682282
08065,0.18867924528301888
08067,0.13765489336592768
08069,0.12388619004365142
08071,0.2132590962061375
08073,0.1731933072267711
08075,0.15502678700709493
08077,0.14436522114081557
08079,0.12339055793991416
08081,0.1465305209808452
08083,0.1896440390669142
08085,0.17280294541379862
08087,0.19310591176995892
08089,0.2196460630931008
08091,0.11666666666666667
08093,0.12797215174936574
08095,0.1639773222852159
08097,0.11318224487059139
08099,0.23589116038007488
08101,0.17243361837670662
08103,0.16038841453206093
08105,0.25034759139609064
08107,0.12109979824520246
08109,0.23794623808846538
08111,0.268630849220104
08113,0.13184527935671703
08115,0.19968366943455912
08117,0.1489233488671059
08119,0.13368008029929737
08121,0.20181308007770343
08123,0.1440751628134514
08125,0.2019613852283175
09001,0.09700866771897759
09003,0.10872892762992183
09005,0.0768081401160619
09007,0.06966314164226108
09009,0.10931001008543093
09011,0.08897748839163147
09013,0.07545009957055963
09015,0.09949406868924075
10001,0.1203948099577684
10003,0.09847459312285854
10005,0.12247660692842739
11001,
12001,0.1501751157014456
12003,0.11131914200822174
12005,0.13195261144604414
12007,0.12123906394480403
12009,0.11105129411764705
12011,0.14882670149940538
12013,0.15161775771256583
12015,0.10077696526508227
12017,0.12543722557118406
12019,0.1051111955346445
12021,0.11711940424811712
12023,0.1457838850718301
12027,0.19556007456363328
12029,0.164811906875128
12031,0.13135318403360938
12033,0.14640869084684538
12035,0.0871351917288313
12037,0.16576594281222365
12039,0.1978762815542345
12041,0.1460797463723936
12043,0.16637042303590474
12045,0.13989266547406082
12047,0.17270971894443252
12049,0.22297249522732093
12051,0.21559111245924015
12053,0.11513866005088094
12055,0.1615669766272933
12057,0.14125488450314092
12059,0.17239410299003322
12061,0.10080563634384186
12063,0.1368378074920894
12065,0.132712215320911
12067,0.14962907079089652
12069,0.11274026747522876
12071,0.12148146516434821
12073,0.1332785364345123
12075,0.17045633980735828
12077,0.13405377589090442
12079,0.1656714854389273
12081,0.11886732794617624
12083,0.13665873544202847
12085,0.10118229703423795
12086,0.20432244927849752
12087,0.13377615323140615
12089,0.09668550952954623
12091,0.11940912983334431
12093,0.192162867757807
12095,0.15409721971060278
12097,0.14510013904602337
12099,0.12549387173366716
12101,0.11516203838579236
12103,0.11846574256060136
12105,0.1471159230225156
12107,0.18083949543279687
12109,0.07679306608884073
12111,0.12398831354509852
12113,0.10724293351035953
12115,0.08580883316587305
12117,0.12264857987296418
12119,0.12540899317565674
12121,0.16298156586578294
12123,0.1514626439710529
12125,0.09962456422633414
12127,0.13073022415851282
12129,0.12342265702537927
12131,0.13818456402511725
12133,0.1602314005112337
13001,0.19633507853403143
13003,0.23586550435865505
13005,0.18450717795548705
13007,0.2325469427058257
13009,0.12586778686712358
13011,0.15882902522578635
13013,0.0998765720385629
13015,0.1288034159297986
13017,0.2043774543774544
13019,0.17632271965525498
