FIPS,clusters
21177,cluster_0
21179,cluster_0
21181,cluster_0
21183,cluster_3
21185,cluster_0
21187,cluster_0
21189,cluster_0
21191,cluster_0
21193,cluster_3
21195,cluster_3
21197,cluster_0
21199,cluster_0
21201,cluster_0
21203,cluster_0
21205,cluster_0
21207,cluster_0
21209,cluster_0
21211,cluster_0
21213,cluster_0
21217,cluster_3
21219,cluster_0
21221,cluster_0
21223,cluster_0
21225,cluster_0
21227,cluster_0
21229,cluster_0
21231,cluster_3
21233,cluster_3
21235,cluster_0
21237,cluster_0
21239,cluster_0
22001,cluster_0
22003,cluster_0
22005,cluster_0
22007,cluster_0
22009,cluster_3
22011,cluster_0
22013,cluster_3
22015,cluster_0
22017,cluster_0
22019,cluster_0
22021,cluster_0
22023,cluster_0
22025,cluster_0
22027,cluster_0
22029,cluster_3
22031,cluster_3
22033,cluster_0
22035,cluster_1
22037,cluster_3
22039,cluster_0
22041,cluster_0
22043,cluster_0
22045,cluster_0
22047,cluster_0
22049,cluster_0
22051,cluster_0
22053,cluster_0
22055,cluster_0
22057,cluster_0
22059,cluster_0
22061,cluster_0
22063,cluster_0
22065,cluster_0
22067,cluster_3
22069,cluster_0
22071,cluster_0
22073,cluster_0
22075,cluster_0
22077,cluster_0
22079,cluster_0
22081,cluster_0
22083,cluster_3
22085,cluster_3
22087,cluster_3
22089,cluster_0
22091,cluster_3
22093,cluster_3
22095,cluster_3
22097,cluster_3
22099,cluster_0
22101,cluster_3
22103,cluster_0
22105,cluster_0
22107,cluster_0
22109,cluster_0
22111,cluster_0
22113,cluster_0
22115,cluster_0
22117,cluster_3
22119,cluster_0
22121,cluster_3
22123,cluster_3
22125,cluster_0
22127,cluster_0
23001,cluster_0
23003,cluster_0
23005,cluster_0
23007,cluster_0
23009,cluster_0
23011,cluster_0
23013,cluster_0
23015,cluster_0
23017,cluster_0
23019,cluster_0
23021,cluster_0
23023,cluster_0
23025,cluster_0
23027,cluster_0
23029,cluster_0
23031,cluster_0
24001,cluster_0
24003,cluster_0
24005,cluster_0
24009,cluster_0
24011,cluster_0
24013,cluster_0
24015,cluster_0
24017,cluster_0
24019,cluster_3
24021,cluster_0
24023,cluster_0
24025,cluster_0
24027,cluster_0
24029,cluster_0
24031,cluster_0
24033,cluster_0
24035,cluster_0
24037,cluster_0
24039,cluster_3
24041,cluster_0
24043,cluster_0
24045,cluster_0
24047,cluster_0
24510,cluster_0
25001,cluster_0
25003,cluster_0
25005,cluster_0
25007,cluster_0
25009,cluster_0
25011,cluster_0
25013,cluster_0
25015,cluster_0
25017,cluster_0
25019,cluster_0
25021,cluster_0
25023,cluster_0
25025,cluster_0
25027,cluster_0
26001,cluster_0
26003,cluster_0
26005,cluster_0
26007,cluster_0
26009,cluster_0
26011,cluster_0
26013,cluster_0
26015,cluster_0
26017,cluster_0
26021,cluster_0
26023,cluster_0
26025,cluster_0
26027,cluster_0
26029,cluster_0
26031,cluster_0
26033,cluster_0
26035,cluster_0
26037,cluster_0
26039,cluster_0
26041,cluster_0
26043,cluster_0
26045,cluster_0
26047,cluster_0
26049,cluster_0
26051,cluster_0
26053,cluster_0
26055,cluster_0
26057,cluster_0
26059,cluster_0
26061,cluster_0
26063,cluster_0
26065,cluster_0
26067,cluster_0
26069,cluster_0
26071,cluster_0
26073,cluster_0
